date|description|images|title|link|title_state|description_state
2019-10-26|Piękny menniczy egzemplarz z połyskiem i przepiękną kolorową patyną.\Menniczy egzemplarz dość surowo oceniony przez firmę gradingową.\Fischer OB 014; Parchimowicz 115a\\Stan zachowania NGC MS61\Waga Ag\Średnica 33 mm|['https://archiwum.niemczyk.pl/images/auction/orginal/1566904048_566K%20_3_.jpg', 'https://archiwum.niemczyk.pl/images/auction/orginal/1566904048_566K%20_2_.jpg', 'https://archiwum.niemczyk.pl/images/auction/orginal/1566904048_566K%20_1_.jpg']|II RP. 5 złotych 1930 Sztandar NGC MS61|https://archiwum.niemczyk.pl/auction/41/553/ii-rp-5-zlotych-1930-sztandar-ngc-ms61|NGC MS61|NGC MS61
2019-10-26|Najwyższa nota gradingowa na świecie.\Ogromnej rzadkości moneta próbna wybita  w mennicy warszawskiej, w brązie na setna rocznicę Powstania Listopadowego w nakładzie zaledwie 20 sztuk. Na dole rewersu, po bokach drzewca sztandaru inicjały W-J - projektanta monety: W. Jarzębowskiego. Z lewej strony sztandaru wklęsły napis PRÓBA. Na rancie napis SALUS - REIPUBLICAE - SUPREMA - LEX.\Ten sam egzemplarz zilustrowany w katalogu J. Parchimowicza „Monety Rzeczypospolitej Polskiej”\Numizmat z piękną, brązową patyną, doskonale zachowanymi detalami i połyskiem menniczym.\Moneta do najlepszych kolekcji. Polecamy.\Parchimowicz P144a\\Stan zachowania NGC MS63 (MAX)\Waga B (Brąz)\Średnica 33 mm|['https://archiwum.niemczyk.pl/images/auction/orginal/1566565534_1010h.jpg', 'https://archiwum.niemczyk.pl/images/auction/orginal/1564473136_66K%20_522a19_%20_3_%20kopia.jpg', 'https://archiwum.niemczyk.pl/images/auction/orginal/1564473136_66K%20_522a19_%20_2_%20kopia.jpg']|PRÓBA brąz 5 złotych 1930 Sztandar NGC MS63 BN (MAX)|https://archiwum.niemczyk.pl/auction/41/598/proba-braz-5-zlotych-1930-sztandar-ngc-ms63-bn-max|NGC MS63|NGC MS63
2019-09-25 (20:09)|Ładna, kolorowa patyna.\Waga: 17,95 g Ag .750\Fischer OB 014|['https://archiwum.niemczyk.pl/images/201909/893578b943af88ed0db9ccbaa5f1_orginal.jpg', 'https://archiwum.niemczyk.pl/images/201909/cd3e24734b9f9478ff2535ffafc5_orginal.jpg']|II RP 5 złotych 1930 sztandar st.3+|https://archiwum.niemczyk.pl/page/8499062386/ii-rp-5-zlotych-1930-sztandar-st3|3+|
2019-07-20 (20:07)|Resztki połysku.\Waga: 17,98 Ag. 750\Fischer OB 014\[112-4004]|['https://archiwum.niemczyk.pl/images/201907/b93ddf7b409d9ee6c45761e5eb4b_orginal.jpg', 'https://archiwum.niemczyk.pl/images/201907/be5181604815a928379bdb5e37a3_orginal.jpg']|Polska II RP 5 złotych 1930 Sztandar st. 2-|https://archiwum.niemczyk.pl/page/8294349801/polska-ii-rp-5-zlotych-1930-sztandar-st-2|2-|
2019-07-20 (19:07)|Ładny egzemplarz. Patyna.\Waga: 17,92 g Ag. 750\Fischer: OB 014\[112-9005]|['https://archiwum.niemczyk.pl/images/201907/9f14d23147ba9d4b6d5287a5b648_orginal.jpg', 'https://archiwum.niemczyk.pl/images/201907/06d2d1c5425f93cec251109010e4_orginal.jpg']|Polska II RP 5 zł 1930 Sztandar st. 3+|https://archiwum.niemczyk.pl/page/8291647131/polska-ii-rp-5-zl-1930-sztandar-st-3|3+|
2019-07-19 (18:07)|Patyna. Resztki połysku.\Waga: 18,00 g Ag .750\Fischer OB 014\[112-528]|['https://archiwum.niemczyk.pl/images/201907/a1e9d5d94e1ca120a86d3b45a356_orginal.jpg', 'https://archiwum.niemczyk.pl/images/201907/0eeddb6046ac919a8836e9513645_orginal.jpg']|II RP 5 zł 1930 Sztandar st.3+|https://archiwum.niemczyk.pl/page/8291168189/ii-rp-5-zl-1930-sztandar-st3|3+|
2019-07-17 (21:07)|Delikatna patyna, resztki połysku.\Waga: 18,0 g Ag .750\Fischer OB 014\[1073-110WP]|['https://archiwum.niemczyk.pl/images/201907/8116f3bf418a832bf33f051536e2_orginal.jpg', 'https://archiwum.niemczyk.pl/images/201907/72a95a344d16a942adc2ee0bb297_orginal.jpg']|II RP 5 złotych 1930 Sztandar st.3+/2-|https://archiwum.niemczyk.pl/page/8291337939/ii-rp-5-zlotych-1930-sztandar-st32|3+/2-|
2019-07-16 (20:07)|Piękny egzemplarz, kolorowa patyna, połysk.\Ryski przy orle.\Waga: 18,07 g Ag .750\[116-23]|['https://archiwum.niemczyk.pl/images/201907/738e1a9b48a9b8066b82f6cc8495_orginal.jpg', 'https://archiwum.niemczyk.pl/images/201907/833f46ef4a0fb2857467f82be004_orginal.jpg']|II RP 5 złotych 1930 Sztandar st.1- PIĘKNY|https://archiwum.niemczyk.pl/page/8285246841/ii-rp-5-zlotych-1930-sztandar-st1-piekny|1-|
2019-06-23 (20:06)|Waga: 17,84 g Ag .750\Fischer OB 014\[1472-1472]|[]|II RP 5 złotych 1930 Sztandar st.3|https://archiwum.niemczyk.pl/page/8203088231/ii-rp-5-zlotych-1930-sztandar-st3||
2019-06-16|Wyśmienicie zachowany, menniczy egzemplarz z pięknym blaskiem menniczy, ładna delikatną patyną. Moneta z najwyższej półki do najlepszych zbiorów.\\Parchimowicz 115a\\Stan zachowania NGC MS64 (2 MAX)\Waga\Średnica|['https://archiwum.niemczyk.pl/images/auction/orginal/1557744395_1395%20_640k%20a19_%20_2__K.JPG', 'https://archiwum.niemczyk.pl/images/auction/orginal/1557744395_1395%20_640k%20a19_%20_3__K.JPG', 'https://archiwum.niemczyk.pl/images/auction/orginal/1557744395_1395%20_640k%20a19_%20_1__K.JPG']|II RP. 5 złotych 1930 Sztandar NGC MS64 (2 MAX)|https://archiwum.niemczyk.pl/auction/54/1170/ii-rp-5-zlotych-1930-sztandar-ngc-ms64-2-max|NGC MS64|NGC MS64
2019-06-16|Pięknie zachowany egzemplarz. Wczesna odbitka stempla, delikatna patyna, wspaniały połysk.\\Fischer OB 014; Parchimowicz 115a\\Stan zachowania NGC MS62\Waga\Średnica|['https://archiwum.niemczyk.pl/images/auction/orginal/1557744485_1043K%20_2__K.JPG', 'https://archiwum.niemczyk.pl/images/auction/orginal/1557744485_1043K%20_1__K.JPG', 'https://archiwum.niemczyk.pl/images/auction/orginal/1557744485_1043K%20_3__K.JPG']|II RP. 5 złotych 1930 Sztandar NGC MS62|https://archiwum.niemczyk.pl/auction/54/1171/ii-rp-5-zlotych-1930-sztandar-ngc-ms62|NGC MS62|NGC MS62
2019-06-16|Piękny egzemplarz, intensywny połysk menniczy i wspaniale zachowane detale. Wspaniała prezencja monety.\\Fischer OB 014; Parchimowicz 115a\\Stan zachowania PCGS MS62\Waga\Średnica|['https://archiwum.niemczyk.pl/images/auction/orginal/1557744652_65_K.JPG', 'https://archiwum.niemczyk.pl/images/auction/orginal/1557744652_65b_K.JPG', 'https://archiwum.niemczyk.pl/images/auction/orginal/1557744652_65a_K.JPG']|II RP. 5 złotych 1930 Sztandar PCGS MS62|https://archiwum.niemczyk.pl/auction/54/1172/ii-rp-5-zlotych-1930-sztandar-pcgs-ms62|PCGS MS62|PCGS MS62
2019-06-16|Piękny egzemplarz ze świeżego stempla. Połysk, ładna patyna. Jedna rysa przy lewej łapie orła.\Rzadka w takim stanie zachowania.\\Parchimowicz 115a\\Stan zachowania 1/1-\Waga 17,94 g Ag\Średnica|['https://archiwum.niemczyk.pl/images/auction/orginal/1557744797_764K%20_2__K.JPG', 'https://archiwum.niemczyk.pl/images/auction/orginal/1557744797_764K%20_1__K.JPG']|II RP. 5 złotych 1930 Sztandar|https://archiwum.niemczyk.pl/auction/54/1173/ii-rp-5-zlotych-1930-sztandar||1/1-
2019-06-16|Kolorowa patyna. Ładnie zachowana moneta z dobrą prezencją.\\Parchimowicz 115a\\Stan zachowania 2\Waga 17,97 g Ag\Średnica|['https://archiwum.niemczyk.pl/images/auction/orginal/1557744882_2664K%20_2_.JPG', 'https://archiwum.niemczyk.pl/images/auction/orginal/1557744882_2664K%20_1_.JPG']|II RP. 5 złotych 1930 Sztandar|https://archiwum.niemczyk.pl/auction/54/1174/ii-rp-5-zlotych-1930-sztandar||2
2019-06-16|Bardzo ładny, świeży egzemplarz. Delikatny połysk menniczy, miejscowa patyna.\\Parchimowicz 115a\\Stan zachowania 2\Waga 17,95 g Ag\Średnica|['https://archiwum.niemczyk.pl/images/auction/orginal/1557744985_2665K%20_2_.JPG', 'https://archiwum.niemczyk.pl/images/auction/orginal/1557744985_2665K%20_1_.JPG']|II RP. 5 złotych 1930 Sztandar|https://archiwum.niemczyk.pl/auction/54/1175/ii-rp-5-zlotych-1930-sztandar||2
2019-06-16|Bardzo ładny, świeży egzemplarz. Zachowany połysk menniczy, patyna. Dobra prezencja.\\Parchimowicz 115a\\Stan zachowania 2\Waga 18,03 g Ag\Średnica|['https://archiwum.niemczyk.pl/images/auction/orginal/1557745065_2370K%20_2_.JPG', 'https://archiwum.niemczyk.pl/images/auction/orginal/1557745065_2370K%20_1_.JPG']|II RP. 5 złotych 1930 Sztandar|https://archiwum.niemczyk.pl/auction/54/1176/ii-rp-5-zlotych-1930-sztandar||2
2019-06-03 (20:06)|Delikatna patyna, resztki połysku.\Waga: 18,0 g Ag .750\Fischer OB 014\[1073-110]|['https://archiwum.niemczyk.pl/images/201906/8116f3bf418a832bf33f051536e2_orginal.jpg', 'https://archiwum.niemczyk.pl/images/201906/72a95a344d16a942adc2ee0bb297_orginal.jpg']|II RP 5 złotych 1930 Sztandar st.3+/2-|https://archiwum.niemczyk.pl/page/8109338127/ii-rp-5-zlotych-1930-sztandar-st32|3+/2-|
2019-06-03 (20:06)|Ładny egzemplarz. Kolorowa patyna, drobne mikroryski.\Waga: 18,0 g Ag .750\Fischer OB 014\[1073-109]|['https://archiwum.niemczyk.pl/images/201906/b97373e9466f9fbd2d9200e7cb4b_orginal.jpg', 'https://archiwum.niemczyk.pl/images/201906/3134e5954d5d9423f8644935b4b6_orginal.jpg']|II RP 5 złotych 1930 Sztandar st.2-|https://archiwum.niemczyk.pl/page/8109337377/ii-rp-5-zlotych-1930-sztandar-st2|2-|
2019-06-03 (20:06)|Ładny egzemplarz. Resztki połysku, kolorowa patyna.\Waga: 18,0 g Ag .750\Fischer OB 014\[1073-108]|['https://archiwum.niemczyk.pl/images/201906/b416e4ad4221bd6090f07bce45db_orginal.jpg', 'https://archiwum.niemczyk.pl/images/201906/ce4947804d4a8dcdad636df50cf0_orginal.jpg']|II RP 5 złotych 1930 Sztandar st.2|https://archiwum.niemczyk.pl/page/8109321759/ii-rp-5-zlotych-1930-sztandar-st2|2|
2019-06-03 (20:06)|Delikatnie przetarty egzemplarz. Resztki połysku.\Waga: 18,0 g Ag .750\Fischer OB 014\[1073-107]|['https://archiwum.niemczyk.pl/images/201906/51e4a32a4f799ea2c05730e70297_orginal.jpg', 'https://archiwum.niemczyk.pl/images/201906/2053857144c4a023a9db89107e41_orginal.jpg']|II RP 5 złotych 1930 Sztandar st.3+|https://archiwum.niemczyk.pl/page/8109320124/ii-rp-5-zlotych-1930-sztandar-st3|3+|
2019-05-23 (20:05)|Kolorowa patyna, resztki połysku.\Waga: 18,0 g Ag .750\Fischer OB 014\[1073-8]|['https://archiwum.niemczyk.pl/images/201905/d99a588f47cea0373aa0d2cbae55_orginal.jpg', 'https://archiwum.niemczyk.pl/images/201905/ad9ce76141f495703523a5ea37fb_orginal.jpg']|II RP 5 złotych 1930 Sztandar st.2|https://archiwum.niemczyk.pl/page/8107698805/ii-rp-5-zlotych-1930-sztandar-st2|2|
2019-05-23 (20:05)|Piękna, kolorowa patyna, połysk.\Waga: 18,0 g Ag .750\Fischer OB 014\[1073-7]|['https://archiwum.niemczyk.pl/images/201905/41c512694629a321aadff2f83e8a_orginal.jpg', 'https://archiwum.niemczyk.pl/images/201905/850083a8426dadb91227ebd5eec3_orginal.jpg']|II RP 5 złotych 1930 Sztandar st.1-|https://archiwum.niemczyk.pl/page/8107696653/ii-rp-5-zlotych-1930-sztandar-st1|1-|
2019-05-23 (20:05)|Patyna, resztki połysku.\Waga: 18,0 g Ag .750\Fischer OB 014\[1073-6]|['https://archiwum.niemczyk.pl/images/201905/679e4c91475eaa4fecc0a59e9237_orginal.jpg', 'https://archiwum.niemczyk.pl/images/201905/8c7423244a118636aeae0128f75d_orginal.jpg']|II RP 5 złotych 1930 Sztandar st.2|https://archiwum.niemczyk.pl/page/8107695044/ii-rp-5-zlotych-1930-sztandar-st2|2|
2019-05-23 (20:05)|Połysk, kolorowa patyna.\Waga: 18,0 g Ag .750\Fischer OB 014\[1073-5]|['https://archiwum.niemczyk.pl/images/201905/26924dd74b2591316ee63727c6a7_orginal.jpg', 'https://archiwum.niemczyk.pl/images/201905/5f495cee465a9f36c998066fbbb7_orginal.jpg']|II RP 5 złotych 1930 Sztandar st.1-/2+|https://archiwum.niemczyk.pl/page/8107693280/ii-rp-5-zlotych-1930-sztandar-st1-2|1-/2+|
2019-05-14 (20:05)|Ciemna, kolorowa patyna.\Waga: 17,95 g Ag .750\Fischer OB 014\[116-27]|['https://archiwum.niemczyk.pl/images/201905/f5e2089a458eae0b6768f233c300_orginal.jpg', 'https://archiwum.niemczyk.pl/images/201905/00984cf04031b77553e295297009_orginal.jpg']|II RP 5 złotych 1930 Sztandar st.2-|https://archiwum.niemczyk.pl/page/8080112251/ii-rp-5-zlotych-1930-sztandar-st2|2-|
2019-03-25 (21:03)|Ciemna, kolorowa patyna.\Bardzo ładny egzemplarz.\Waga: 17,97 g Ag .750\Fischer OB 014\[116-37]|['https://archiwum.niemczyk.pl/images/201903/7908903703_orginal.jpg', 'https://archiwum.niemczyk.pl/images/201903/7908903703_1_orginal.jpg']|II RP 5 złotych 1930 sztandar st.2+ BARDZO ŁADNY|https://archiwum.niemczyk.pl/page/7908903703/ii-rp-5-zlotych-1930-sztandar-st2-bardzo-ladny|2+|
2019-03-17|Jedna z najrzadszych obiegowych monet okresu II RP.\Bardzo ładny egzemplarz z zachowanym połyskiem menniczym i piękną patyną podkreślającą detale. Duża rzadkość w takim stanie zachowania.\Parchimowicz 115b\\Stan zachowania NGC AU55\Waga\Średnica|['https://archiwum.niemczyk.pl/images/auction/orginal/1549461107_2317.JPG', 'https://archiwum.niemczyk.pl/images/auction/orginal/1549461107_2317b.JPG', 'https://archiwum.niemczyk.pl/images/auction/orginal/1549461107_2317a.JPG']|II RP. 5 złotych 1930 Sztandar, STEMPEL GŁĘBOKI NGC AU55|https://archiwum.niemczyk.pl/auction/45/955/ii-rp-5-zlotych-1930-sztandar-stempel-gleboki-ngc-au55|NGC AU55|NGC AU55
2019-03-17|Wyśmienity egzemplarz, intensywny połysk menniczy i wspaniale zachowane detale. Bardzo rzadki w takim stanie zachowania.\Fischer OB 014; Parchimowicz 115a\\\Stan zachowania NGC MS63\Waga\Średnica|['https://archiwum.niemczyk.pl/images/auction/orginal/1549461792_2316K.JPG', 'https://archiwum.niemczyk.pl/images/auction/orginal/1549461213_2316b.JPG', 'https://archiwum.niemczyk.pl/images/auction/orginal/1549461213_2316a.JPG']|II RP. 5 złotych 1930 Sztandar NGC MS63|https://archiwum.niemczyk.pl/auction/45/956/ii-rp-5-zlotych-1930-sztandar-ngc-ms63|NGC MS63|NGC MS63
2019-03-17|Wyśmienity egzemplarz, intensywny połysk menniczy i wspaniale zachowane detale. Bardzo rzadki w takim stanie zachowania.\\Parchimowicz 115a\\Stan zachowania NGC MS63\Waga\Średnica|['https://archiwum.niemczyk.pl/images/auction/orginal/1549546180_1780K%20_2_.JPG', 'https://archiwum.niemczyk.pl/images/auction/orginal/1549546180_1780K%20_1_.JPG', 'https://archiwum.niemczyk.pl/images/auction/orginal/1549546180_1780K%20_3_.jpg']|II RP. 5 złotych 1930 Sztandar NGC MS63|https://archiwum.niemczyk.pl/auction/45/1068/ii-rp-5-zlotych-1930-sztandar-ngc-ms63|NGC MS63|NGC MS63
2019-03-17|Jedna z najrzadszych obiegowych monet okresu II RP.\Ładny egzemplarz z zachowanym połyskiem menniczym i ładną prezencją detali. Bardzo rzadki w takim stanie zachowania.\\Parchimowicz 115 b\\Stan zachowania NGC AU53\Waga\Średnica|['https://archiwum.niemczyk.pl/images/auction/orginal/1549546415_1764K.JPG', 'https://archiwum.niemczyk.pl/images/auction/orginal/1549546416_1764Kb.JPG', 'https://archiwum.niemczyk.pl/images/auction/orginal/1549546416_1764Ka.jpg']|II RP. 5 złotych 1930 Sztandar, STEMPEL GŁĘBOKI NGC AU53|https://archiwum.niemczyk.pl/auction/45/1069/ii-rp-5-zlotych-1930-sztandar-stempel-gleboki-ngc-au53|NGC AU53|NGC AU53
2019-03-17|Bardzo ładny egzemplarz z zachowanym połyskiem menniczym i złocistą patyną. Dość surowa ocena gradingowa.\\Parchimowicz 115a\\Stan zachowania NGC AU\Waga\Średnica|['https://archiwum.niemczyk.pl/images/auction/orginal/1549546589_830K%20_2_K.JPG', 'https://archiwum.niemczyk.pl/images/auction/orginal/1549546589_830K%20_1_K.JPG', 'https://archiwum.niemczyk.pl/images/auction/orginal/1549546589_830K%20_3_K.JPG']|II RP. 5 złotych 1930 Sztandar NGC AU|https://archiwum.niemczyk.pl/auction/45/1070/ii-rp-5-zlotych-1930-sztandar-ngc-au|NGC AU|NGC AU
2019-03-17|Wspaniale zachowana moneta z piękną, kolorową patyną i połyskiem. Gabinetowy egzemplarz.\\Parchimowicz 115a\\Stan zachowania 1-\Waga 17,95 g Ag\Średnica|['https://archiwum.niemczyk.pl/images/auction/orginal/1549546634_1184K%20_2_.JPG', 'https://archiwum.niemczyk.pl/images/auction/orginal/1549546634_1184K%20_1_.JPG']|II RP. 5 złotych 1930 Sztandar|https://archiwum.niemczyk.pl/auction/45/1071/ii-rp-5-zlotych-1930-sztandar||1-
2019-03-17|Bardzo ładny egzemplarz. Zachowany połysk menniczy, wyraźne detale, patyna. Rzadszy w takim stanie zachowania.\\Parchimowicz 115a\\Stan zachowania 2+\Waga 18,04 g Ag\Średnica|['https://archiwum.niemczyk.pl/images/auction/orginal/1549547348_2451K%20_2_.JPG', 'https://archiwum.niemczyk.pl/images/auction/orginal/1549547348_2451K%20_1_.jpg']|II RP. 5 złotych 1930 Sztandar|https://archiwum.niemczyk.pl/auction/45/1072/ii-rp-5-zlotych-1930-sztandar||2+
2019-02-25 (20:02)|Moneta wypolerowana.\Waga: 17,86 g Ag .750\Fischer OB 014\[1438-204]|['https://archiwum.niemczyk.pl/images/201902/7845275243_orginal.jpg', 'https://archiwum.niemczyk.pl/images/201902/7845275243_1_orginal.jpg']|II RP 5 złotych 1930 sztandar st.3|https://archiwum.niemczyk.pl/page/7845275243/ii-rp-5-zlotych-1930-sztandar-st3|3|
2019-02-05 (20:02)|Kolorowa patyna.\Waga: 17,92 g Ag .750\Fischer OB 014\[116-2]|['https://archiwum.niemczyk.pl/images/201902/7809299400_orginal.jpg']|II RP 5 złotych 1930 sztandar st.2|https://archiwum.niemczyk.pl/page/7809299400/ii-rp-5-zlotych-1930-sztandar-st2|2|
2019-01-14 (20:01)|Resztki połysku, delikatnie przetarta moneta.\Waga: 18,00 g Ag .750\Fischer OB 014\[1419-838WP]|['https://archiwum.niemczyk.pl/images/201901/7765794993_orginal.jpg', 'https://archiwum.niemczyk.pl/images/201901/7765794993_1_orginal.jpg']|II RP 5 złotych 1930 sztandar st.3-|https://archiwum.niemczyk.pl/page/7765794993/ii-rp-5-zlotych-1930-sztandar-st3|3-|
2018-12-16|Jedna z najrzadszych obiegowych monet okresu II RP wybita głębokim stemplem.\Egzemplarz z dobrze zachowanymi detalami i wiekową patyną. Drobne ryski w tle. Niezmiernie rzadka i poszukiwana moneta w każdym stanie zachowania.\Parchimowicz 115 b; Fischer OB 014\\Stan zachowania 3/3+\Waga 17,64 g Ag\Średnica|['https://archiwum.niemczyk.pl/images/auction/orginal/1542096145_411K%20_1_.JPG', 'https://archiwum.niemczyk.pl/images/auction/orginal/1542096145_411K%20_2_.JPG']|II RP. 5 złotych 1930 Sztandar, STEMPEL GŁĘBOKI|https://archiwum.niemczyk.pl/auction/44/1292/ii-rp-5-zlotych-1930-sztandar-stempel-gleboki||3/3+
2018-12-16|Piękny egzemplarz, intensywny połysk menniczy i wspaniale zachowane detale. Bardzo rzadki w takim stanie zachowania. Delikatna patyna.\Fischer OB 014\\Stan zachowania NGC MS62\Waga\Średnica|['https://archiwum.niemczyk.pl/images/auction/orginal/1542096538_699K%20_2_.JPG', 'https://archiwum.niemczyk.pl/images/auction/orginal/1542096539_699K%20_1_.JPG', 'https://archiwum.niemczyk.pl/images/auction/orginal/1542096539_699K%20_3_.JPG']|II RP. 5 złotych 1930 Sztandar NGC MS62|https://archiwum.niemczyk.pl/auction/44/1293/ii-rp-5-zlotych-1930-sztandar-ngc-ms62|NGC MS62|NGC MS62
2018-12-16|Bardzo ładny, świeży egzemplarz. Zachowany połysk menniczy, kilka rysek.\Parchimowicz 115a\\Stan zachowania 2/2+\Waga 18,05 g Ag\Średnica|['https://archiwum.niemczyk.pl/images/auction/orginal/1542096827_1294K%20_3_.JPG', 'https://archiwum.niemczyk.pl/images/auction/orginal/1542096827_1294K%20_1_.JPG']|II RP. 5 złotych 1930 Sztandar|https://archiwum.niemczyk.pl/auction/44/1294/ii-rp-5-zlotych-1930-sztandar||2/2+
2018-12-16|Drobne ryski w tle, patyna.\Parchimowicz 115a\\Stan zachowania 3+\Waga 18,03 g Ag\Średnica|['https://archiwum.niemczyk.pl/images/auction/orginal/1542096885_1978%20_2_.jpg', 'https://archiwum.niemczyk.pl/images/auction/orginal/1542096885_1978%20_1_.jpg']|II RP. 5 złotych 1930 Sztandar|https://archiwum.niemczyk.pl/auction/44/1295/ii-rp-5-zlotych-1930-sztandar||3+
2018-12-16|Ładny egzemplarz, delikatna patyna. Wytarte najwyższe elementy monety\Parchimowicz 115a\\Stan zachowania 3+\Waga 18,01 g Ag\Średnica|['https://archiwum.niemczyk.pl/images/auction/orginal/1542097022_1974%20_1_.jpg', 'https://archiwum.niemczyk.pl/images/auction/orginal/1542097022_1974%20_2_.jpg']|II RP. 5 złotych 1930 Sztandar|https://archiwum.niemczyk.pl/auction/44/1296/ii-rp-5-zlotych-1930-sztandar||3+
2018-12-16|Kolorowa patyna. \Fischer OB 014; Parchimowicz 115a\\Stan zachowania 3+\Waga\Średnica|['https://archiwum.niemczyk.pl/images/auction/orginal/1542097295_2456%20_2_.JPG', 'https://archiwum.niemczyk.pl/images/auction/orginal/1542097285_2456%20_1_.JPG']|II RP. 5 złotych 1930 Sztandar|https://archiwum.niemczyk.pl/auction/44/1297/ii-rp-5-zlotych-1930-sztandar||3+
2018-12-16|Ładny egzemplarz, resztki połysku menniczego. Ładna delikatna patyna. \Fischer OB 014; Parchimowicz 115a\\Stan zachowania 2-/3+\Waga\Średnica|['https://archiwum.niemczyk.pl/images/auction/orginal/1542097374_2455%20_2_.JPG', 'https://archiwum.niemczyk.pl/images/auction/orginal/1542097374_2455%20_1_.JPG']|II RP. 5 złotych 1930 Sztandar|https://archiwum.niemczyk.pl/auction/44/1298/ii-rp-5-zlotych-1930-sztandar||2-/3+
2018-12-12 (21:12)|Resztki połysku.\Waga: 18,00 g Ag .750\Fischer OB 014\[1419-838]|['https://archiwum.niemczyk.pl/images/201812/7709721796_orginal.jpg', 'https://archiwum.niemczyk.pl/images/201812/7709721796_1_orginal.jpg']|II RP 5 złotych 1930 sztandar st.3+|https://archiwum.niemczyk.pl/page/7709721796/ii-rp-5-zlotych-1930-sztandar-st3|3+|
2018-12-12 (21:12)|Resztki połysku.\Waga: 17,91 g Ag .750\Fischer OB 014\[1419-837]|['https://archiwum.niemczyk.pl/images/201812/7709721522_orginal.jpg', 'https://archiwum.niemczyk.pl/images/201812/7709721522_1_orginal.jpg']|II RP 5 złotych 1930 sztandar st.3+|https://archiwum.niemczyk.pl/page/7709721522/ii-rp-5-zlotych-1930-sztandar-st3|3+|
