id|date|description|images|link|title|title_state|description_state
79|23 kwietnia 2016, 21:10|"Opis pozycji\Stan zachowania: AU58\Widziałem już głębokie sztandary z nota MS62, które wyglądały gorzej niż ten ! Ewidentnie ktoś w PCGS miał zły humor. Moneta jest wyśmienita z naturalna powierzchnią menniczą zachowaną zarówno na awersie jak i na rewersie. Zegarowe lustro, satynowa powierzchnia i wyśmienita prezencja. Proszę nie patrzeć na notę - proszę patrzeć na monetę, jest naprawdę p i ę k n a. Zdecydowanie polecamy !\Chałupski 2.23.1.a (R5)\Parchimowicz 115b\moneta wybita stemplem głębokim - jedna z charakterystycznych to drobniutkie ząbkowanie przy obrzeżu rewersu\rzeczywista rzadkość, jedna z najrzadszych monet obiegowych okresu II RP\Poniżej przytaczam swoje uzasadnienie rzadkość Głębokiego Sztandaru, kóre w aukcji, w roku 2013. Archiwalna aukcja tutaj, tekst poniżej.\\""... sprawdziłem nasz dorobek punktowy na Allegro. W tej chwili mamy pozytywne komentarze wystawione przez 15.327 użytkowników (kolekcjonerów). A dlaczego o tym pisze ? Otóż przed chwilą wziąłem do reki oferowany na tej aukcji Głęboki Sztandar i pierwsza myślą, jaka przyszła mi do głowy było pytanie ""Z iloma ja już kolekcjonerami rozmawiałem ?"" Było ich wielu, a prawie wszyscy opowiadając o swojej przygodzie z numizmatyką wypowiadali takie zdanie ""... zebrałem praktycznie całą IIRP, no oczywiście oprócz Konstytucji, Nike 1932 i Głębokiego Sztandaru ... "" :) Właśnie, Głębokiego Sztandaru:) 5 zł 1930 rok Sztandar bite stemplem GŁĘBOKIM jest bezapelacyjnie jedną z najrzadszych monet okresu IIRP, i to nie rzadką w pięknym stanie zachowania, nie rzadką w MS itp. Jest po prostu prawdziwą, rzeczywistą rzadkością. Rarytasem, którego posiadaniem może pochwalić się bardzo niewielu kolekcjonerów... ""\\Minęły ponad dwa lata od powyższego wpisu. Nasz obecny dorobek na Allegro to komentarze od 18.399 kolekcjonerów. Ja nadal podtrzymuje to, co wówczas piałem o Głębokim Sztandarze ! (DM)\zdecydowanie p o l e c a m y\MONETA TA POCHODZI Z JEDNEJ Z NAJLEPSZYCH KOLEKCJI MONET IIRP JAKĄ SPRZEDAWALIŚMY.\Kolekcja ta jest aktualnie wystawiania na naszych aukcjach. Polecamy i zapraszamy.Oryginalność gwarantowana. Przedmiot licytacji pokazany na zdjęciach.GNDMpl • Tel. 22 407 02 20 (pn-pt 10.00-17.00) • gn@gndm.pl • Aktualności • Blog • Archiwum sprzedaży\\Nr pozycji: 6131127200\Czas trwania aukcji: 7 dni\Licytujących: 26"|['https://img1.onebid.pl/img/1000066/4290199193_1b.jpg?1461438604', 'https://img1.onebid.pl/img/1000066/4290199193_2b.jpg?1461438604', 'https://img1.onebid.pl/img/1000066/4290199193_3b.jpg?1461438604', 'https://img1.onebid.pl/img/1000066/4290199193_4b.jpg?1461438604']|https://aukcje.gndm.pl/pl/auction/1000066/id/614519/8081-gleboki-sztandar-5-zl-1930-pcgs-au58-piekny|8081. GŁĘBOKI Sztandar 5 zł 1930 PCGS AU58 PIĘKNY|PCGS AU58|PCGS AU58
80|21 lutego 2016, 21:38|Opis pozycji\Stan zachowania: ~3+/2-\Moneta jest przyjemna w prezencji, relief dobry, natomiast cała jest wypolerowana na wysoki połysk, tzn. nie jest to czyszczenie mechaniczne pozostawiające rysy, bo takowych nie ma, ale polerowanie z użyciem np. jakiegoś środka chemicznego, który lekko wyobla relief i pozostawia na całości nienaturalne wyświecenie materiału. W tym przypadku wyświecenie musiało być już dość dawne, przykryte nawet lekką patynką; prezencja dobra.\Chałupski 2.23.2.a (R)\Oryginalność gwarantowana. Przedmiot licytacji pokazany na zdjęciach.GNDMpl • Tel. 22 407 02 20 (pn-pt 10.00-17.00) • gn@gndm.pl • Aktualności • Blog • Archiwum sprzedaży\\Nr pozycji: 5990367664\Czas trwania aukcji: 7 dni\Licytujących: 29|['https://img1.onebid.pl/img/1000066/4290195430_1b.jpg?1456087089', 'https://img1.onebid.pl/img/1000066/4290195430_2b.jpg?1456087089']|https://aukcje.gndm.pl/pl/auction/1000066/id/610748/5108-sztandar-5-zlotych-1930-st-3-2|5108. Sztandar 5 złotych 1930, st.~3+/2-|~3+/2-|~3+/2-
81|21 lutego 2016, 21:31|Opis pozycji\Stan zachowania: 2\Solidna dwójka. Egzempalrz w przyjemnej, starej patynie. Pod patyną widoczne trochę drobnych zarysowań, ale bynajmniej bez czyszczenia. Ostry, ponadprzeciętny relief. Przyjemna świeżość. Atrakcyjny egzemplarz.\Chałupski 2.23.2.a (R)\Oryginalność gwarantowana. Przedmiot licytacji pokazany na zdjęciach. GNDMpl • Tel. 22 407 02 20 (pn-pt 10.00-17.00) • gn@gndm.pl • Aktualności • Blog • Archiwum sprzedaży\\Nr pozycji: 5990361380\Czas trwania aukcji: 7 dni\Licytujących: 27|['https://img1.onebid.pl/img/1000066/4290195431_1b.jpg?1456086713', 'https://img1.onebid.pl/img/1000066/4290195431_2b.jpg?1456086713']|https://aukcje.gndm.pl/pl/auction/1000066/id/610749/5107-sztandar-5-zlotych-1930-st-2-bardzo-ladny|5107. Sztandar 5 złotych 1930, st.2 bardzo ładny|2|2
82|03 lutego 2016, 20:33|Opis pozycji\Stan zachowania: NGC MS62\Parchimowicz 115a\bardzo ładny egzemplarz\Oryginalność gwarantowana. Przedmiot licytacji pokazany na zdjęciach. GNDMpl • Tel. 22 407 02 20 (pn-pt 10.00-17.00) • gn@gndm.pl • Aktualności • Blog • Archiwum sprzedaży\\Nr pozycji: 5952029996\Czas trwania aukcji: 7 dni\Licytujących: 18|['https://img1.onebid.pl/img/1000066/4290194286_1b.jpg?1454527988', 'https://img1.onebid.pl/img/1000066/4290194286_2b.jpg?1454527988', 'https://img1.onebid.pl/img/1000066/4290194286_3b.jpg?1454527988']|https://aukcje.gndm.pl/pl/auction/1000066/id/609600/6166-sztandar-5-zlotych-1930-ngc-ms62|6166. Sztandar 5 złotych 1930 - NGC MS62|NGC MS62|NGC MS62
83|03 lutego 2016, 20:31|Opis pozycji\Stan zachowania: NGC MS63\Parchimowicz 115a\bardzo ładna moneta w p i ę k n e j starej i ciemniej patynie, zmianiającej kolor tuż przy obrzeżu i połyskujacej - ś l i c z n a\POLECAMY\Oryginalność gwarantowana. Przedmiot licytacji pokazany na zdjęciach.GNDMpl • Tel. 22 407 02 20 (pn-pt 10.00-17.00) • gn@gndm.pl • Aktualności • Blog • Archiwum sprzedaży\\Nr pozycji: 5952008835\Czas trwania aukcji: 7 dni\Licytujących: 19|['https://img1.onebid.pl/img/1000066/4290194287_1b.jpg?1454527912', 'https://img1.onebid.pl/img/1000066/4290194287_2b.jpg?1454527912', 'https://img1.onebid.pl/img/1000066/4290194287_3b.jpg?1454527912']|https://aukcje.gndm.pl/pl/auction/1000066/id/609601/6165-sztandar-5-zlotych-1930-ngc-ms63|6165. Sztandar 5 złotych 1930 - NGC MS63|NGC MS63|NGC MS63
84|02 grudnia 2015, 14:14|Opis pozycji\Stan zachowania: 2\Miejscami delikatnie przetarty, ale jednocześnie bardzo ładny, połyskowy, o dobrym reliefie.\Parchimowicz 115a\Obecnie wśród naszych aukcji duży, szeroki tematycznie, zbiór monet. Od polskich brakteatów, przez Orty Wazy, IIRP, menniczy PRL, po zagraniczne monety obiegowe, lustrzanki. Duża różnorodność. Zapraszamy. Oryginalność gwarantowana. Przedmiot licytacji pokazany na zdjęciach. GNDMpl • Tel. 22 407 02 20 (pn-pt 10.00-17.00) • gn@gndm.pl • Aktualności • Blog • Archiwum sprzedaży\\Nr pozycji: 5829138616\Czas trwania aukcji: 3 dni\Licytujących: 21|['https://img1.onebid.pl/img/1000066/4290191753_1b.jpg?1449062060', 'https://img1.onebid.pl/img/1000066/4290191753_2b.jpg?1449062060']|https://aukcje.gndm.pl/pl/auction/1000066/id/607050/1905-sztandar-5-zlotych-1930-st-2|1905. Sztandar 5 złotych 1930, st.2|2|2
85|27 listopada 2015, 19:20|Opis pozycji\Stan zachowania: ~2-3\lekko przeczyszczony, ale ogólnie niezły, z pozostałosciami połysku w zakamarkach\Oryginalność gwarantowana. Przedmiot licytacji pokazany na zdjęciach. GNDMpl • Tel. 22 407 02 20 (pn-pt 10.00-17.00) • gn@gndm.pl • Aktualności • Blog • Archiwum sprzedaży\\Nr pozycji: 5810495343\Czas trwania aukcji: 7 dni\Licytujących: 12|['https://img1.onebid.pl/img/1000066/4290191232_1b.jpg?1448648430', 'https://img1.onebid.pl/img/1000066/4290191232_2b.jpg?1448648430']|https://aukcje.gndm.pl/pl/auction/1000066/id/606528/1021-sztandar-5-zlotych-1930-st-2-3|1021. Sztandar 5 złotych 1930, st.~2-3|~2-|~2-
86|04 października 2015, 18:08|Opis pozycji\Stan zachowania: ~2-\umyty, nienaturalnie nabłyszczony, ale detale dobre\Oryginalność gwarantowana. Przedmiot licytacji pokazany na zdjęciach. GNDMpl • Tel. 22 407 02 20 (pn-pt 10.00-17.00) • gn@gndm.pl • Aktualności • Blog • Archiwum sprzedaży\\Nr pozycji: 5696287435\Czas trwania aukcji: 7 dni\Licytujących: 15|['https://img1.onebid.pl/img/1000066/4290186659_1b.jpg?1443974903', 'https://img1.onebid.pl/img/1000066/4290186659_2b.jpg?1443974903']|https://aukcje.gndm.pl/pl/auction/1000066/id/601944/1451-sztandar-5-zlotych-1930-st-2|1451. Sztandar 5 złotych 1930, st.~2-|~2-|~2-
87|22 września 2015, 21:48|Opis pozycji\Stan zachowania: 3/4+\napiłowanie na rancie, uszkodzenia powierzchni\Oryginalność gwarantowana. Przedmiot licytacji pokazany na zdjęciach. GNDMpl • Tel. 22 407 02 20 (pn-pt 10.00-17.00) • gn@gndm.pl • Aktualności • Blog • Archiwum sprzedaży\\Nr pozycji: 5671987633\Czas trwania aukcji: 7 dni\Licytujących: 18|['https://img1.onebid.pl/img/1000066/4290185677_1b.jpg?1442951331', 'https://img1.onebid.pl/img/1000066/4290185677_2b.jpg?1442951331']|https://aukcje.gndm.pl/pl/auction/1000066/id/600962/1406-sztandar-5-zlotych-1930-st-3-4|1406. Sztandar 5 złotych 1930, st.3/4+|3/4+|3/4+
88|19 września 2015, 20:55|Opis pozycji\Stan zachowania: 3+/2-\ładna, naturalna i bezdefektowa moneta z lekkim połyskiem\POLECAMY\Obecnie wśród naszych aukcji kolekcja światowych srebrnych monet. Duży zbiór głównie XVIII-XX wiecznych monet od polskich, przez niemieckie, francuskie, po bardziej egzeotyczny Egipt, Chiny. W zbiorze sporo dużych, wysoko nominałowych monet. Zapraszamy. Oryginalność gwarantowana. Przedmiot licytacji pokazany na zdjęciach. GNDMpl • Tel. 22 407 02 20 (pn-pt 10.00-17.00) • gn@gndm.pl • Aktualności • Blog • Archiwum sprzedaży\\Nr pozycji: 5665449949\Czas trwania aukcji: 7 dni\Licytujących: 10|['https://img1.onebid.pl/img/1000066/4290185088_1b.jpg?1442688923', 'https://img1.onebid.pl/img/1000066/4290185088_2b.jpg?1442688923']|https://aukcje.gndm.pl/pl/auction/1000066/id/600373/5142-sztandar-5-zlotych-1930-st-3-2-ladny|5142. Sztandar 5 złotych 1930, st.3+/2- ŁADNY|3+/2-|3+/2-
89|01 września 2015, 22:00|Opis pozycji\Stan zachowania: 3+\-\Oryginalność gwarantowana. Przedmiot licytacji pokazany na zdjęciach. GNDMpl • Tel. 22 407 02 20 (pn-pt 10.00-17.00) • gn@gndm.pl • Aktualności • Blog • Archiwum sprzedaży\\Nr pozycji: 5632458810\Czas trwania aukcji: 5 dni\Licytujących: 16|['https://img1.onebid.pl/img/1000066/4290183745_1b.jpg?1441137627', 'https://img1.onebid.pl/img/1000066/4290183745_2b.jpg?1441137627']|https://aukcje.gndm.pl/pl/auction/1000066/id/599029/4535-sztandar-5-zlotych-1930-st-3-ladny|4535. Sztandar 5 złotych 1930, st.3+ ładny|3+|3+
90|31 sierpnia 2015, 21:12|Opis pozycji\piękna egzemplarz\powierzchnia praktycznie bez skaleczeń, co rzadko spotykane w przypadku tej monety\POLECAMY\Oryginalność gwarantowana. Przedmiot licytacji pokazany na zdjęciach. GNDMpl • Tel. 22 407 02 20 (pn-pt 10.00-17.00) • gn@gndm.pl • Aktualności • Blog • Archiwum sprzedaży\\Nr pozycji: 5630009774\Czas trwania aukcji: 5 dni\Licytujących: 21|['https://img1.onebid.pl/img/1000066/4290183698_1b.jpg?1441048355', 'https://img1.onebid.pl/img/1000066/4290183698_2b.jpg?1441048355', 'https://img1.onebid.pl/img/1000066/4290183698_3b.jpg?1441048355', 'https://img1.onebid.pl/img/1000066/4290183698_4b.jpg?1441048355']|https://aukcje.gndm.pl/pl/auction/1000066/id/598982/7223-sztandar-5-zlotych-1930-ngc-ms63|7223. Sztandar 5 złotych 1930 - NGC MS63|NGC MS63|
91|01 czerwca 2015, 20:22|Opis pozycji\Stan zachowania: NGC MS62\Parchimowicz 115a\ładna sztuka\naturalna, satynowa powierzchnia z lekką patyną\POLECAMY\Obecnie wśród naszych aukcji zbiór XXw monet z WMG, II RP i PRLu w slabach NGC i PCGS. Zapraszamy. Oryginalność gwarantowana. Przedmiot licytacji pokazany na zdjęciach. GNDMpl (wcześniej domel103) • Tel. 22 407 02 20 (pn-pt 10.00-17.00) • gn@gndm.pl • Aktualności i Komentarze • Archiwum sprzedaży\\Nr pozycji: 5391985370\Czas trwania aukcji: 7 dni\Licytujących: 19|['https://img1.onebid.pl/img/1000066/4290180393_1b.jpg?1433182940', 'https://img1.onebid.pl/img/1000066/4290180393_2b.jpg?1433182940', 'https://img1.onebid.pl/img/1000066/4290180393_3b.jpg?1433182940']|https://aukcje.gndm.pl/pl/auction/1000066/id/595665/7544-sztandar-5-zlotych-1930-ngc-ms62|7544. Sztandar 5 złotych 1930 - NGC MS62|NGC MS62|NGC MS62
92|24 maja 2015, 20:55|Opis pozycji\Stan zachowania: 3/3+\przeczyszczona\Obecnie wśród naszych aukcji zbiorek monet od roku 1916, przez II RP po menniczy PRL. Zapraszamy. Oryginalność gwarantowana. Przedmiot licytacji pokazany na zdjęciach. GNDMpl (wcześniej domel103) • Tel. 22 407 02 20 (pn-pt 10.00-17.00) • gn@gndm.pl • Aktualności i Komentarze • Archiwum sprzedaży\\Nr pozycji: 5372569759\Czas trwania aukcji: 5 dni\Licytujących: 15|['https://img1.onebid.pl/img/1000066/4290180224_1b.jpg?1432493742', 'https://img1.onebid.pl/img/1000066/4290180224_2b.jpg?1432493742']|https://aukcje.gndm.pl/pl/auction/1000066/id/595496/1393-sztandar-5-zlotych-1930-st-3-3|1393. Sztandar 5 złotych 1930, st.~3/3+|~3/3+|3/3+
93|19 maja 2015, 21:44|Opis pozycji\Stan zachowania: ~3+\piękny relief, ale moneta przepolerowana na wysoki połysk, nabłyszczona\Ciekawszy zbiorek II RP obecnie wśród naszych aukcji. Wśród monet między innymi rzadkie: 5 złotych Nike 1930, 2 złote 1936 Piłsudski czy 5 złotych 1932 Warszawa. Zapraszamy Oryginalność gwarantowana. Przedmiot licytacji pokazany na zdjęciach. GNDMpl (wcześniej domel103) • Tel. 22 407 02 20 (pn-pt 10.00-17.00) • gn@gndm.pl • Aktualności i Komentarze • Archiwum sprzedaży\\Nr pozycji: 5357207817\Czas trwania aukcji: 5 dni\Licytujących: 17|['https://img1.onebid.pl/img/1000066/4290179951_1b.jpg?1432064683', 'https://img1.onebid.pl/img/1000066/4290179951_2b.jpg?1432064683']|https://aukcje.gndm.pl/pl/auction/1000066/id/595221/1760-sztandar-5-zlotych-1930-st-3|1760. Sztandar 5 złotych 1930, st.~3+|~3+|~3+
94|06 maja 2015, 22:49|Opis pozycji\Stan zachowania: ~ patrz opis\bardzo dobry relief i moneta z daleka wyglądająca dobrze, ale niestety wyraźnie przeczyszczona mechanicznie po obu stronach\Oryginalność gwarantowana. Przedmiot licytacji pokazany na zdjęciach. GNDMpl (wcześniej domel103) • Tel. 22 407 02 20 (pn-pt 10.00-17.00) • gn@gndm.pl • Aktualności i Komentarze • Archiwum sprzedaży\\Nr pozycji: 5312953025\Czas trwania aukcji: 7 dni\Licytujących: 11|['https://img1.onebid.pl/img/1000066/4290179326_1b.jpg?1430945364', 'https://img1.onebid.pl/img/1000066/4290179326_2b.jpg?1430945364']|https://aukcje.gndm.pl/pl/auction/1000066/id/594595/1556-sztandar-5-zlotych-1930-st-czyszczony|1556. Sztandar 5 złotych 1930, st.~ czyszczony||
95|27 kwietnia 2015, 21:21|Opis pozycji\Stan zachowania: PCGS MS63\Chałupski 2.23.2.a (R)\ładny sztandar, z dobrą notą; niezanczne skalecznie na prawo od ora, ale generalnei naprawdę piękna sztuka\POLECAM\Oryginalność gwarantowana. Przedmiot licytacji pokazany na zdjęciach. GNDMpl (wcześniej domel103) • Tel. 22 407 02 20 (pn-pt 10.00-17.00) • gn@gndm.pl • Aktualności i Komentarze • Archiwum sprzedaży\\Nr pozycji: 5292044084\Czas trwania aukcji: 5 dni\Licytujących: 16|['https://img1.onebid.pl/img/1000066/4290179042_1b.jpg?1430162514', 'https://img1.onebid.pl/img/1000066/4290179042_2b.jpg?1430162514', 'https://img1.onebid.pl/img/1000066/4290179042_3b.jpg?1430162514']|https://aukcje.gndm.pl/pl/auction/1000066/id/594310/9967-sztandar-5-zlotych-1930-pcgs-ms63|9967. Sztandar 5 złotych 1930 - PCGS MS63|PCGS MS63|PCGS MS63
96|30 marca 2015, 19:38|Opis pozycji\Stan zachowania: ~3+\dość dobry relief, ale przepolerowany (nie czyszczony mechanicznie), z nienaturalnym połyskiem\Oryginalność gwarantowana. Przedmiot licytacji pokazany na zdjęciach. GNDMpl (wcześniej domel103) • Tel. 22 407 02 20 (pn-pt 10.00-17.00) • gn@gndm.pl • Aktualności i Komentarze • Archiwum sprzedaży\\Nr pozycji: 5210326992\Czas trwania aukcji: 5 dni\Licytujących: 12|['https://img1.onebid.pl/img/1000066/4290177907_1b.jpg?1427737089', 'https://img1.onebid.pl/img/1000066/4290177907_2b.jpg?1427737089']|https://aukcje.gndm.pl/pl/auction/1000066/id/593172/1467-sztandar-5-zlotych-1930-st-3|1467. Sztandar 5 złotych 1930, st.3+|3+|~3+
97|16 grudnia 2014, 20:36|Opis pozycji\Stan zachowania: ~2-\Chałupski 2.23.2.a (R)\stempel płytki\lekko przetarty, przeczyszczony na rwersie, ale ładny w prezecji\Oryginalność gwarantowana. Przedmiot licytacji pokazany na zdjęciach. GNDMpl (wcześniej domel103) • Bezpłatna wycena • Sprzedaż komisowa na Allegro • Skup numizmatów • Tel. 22 407 02 20 (pn-pt 10.00-17.00) • gn@gndm.pl\\Nr pozycji: 4890420033\Czas trwania aukcji: 5 dni\Licytujących: 17|['https://img1.onebid.pl/img/1000066/4290172476_1b.jpg?1418758590', 'https://img1.onebid.pl/img/1000066/4290172476_2b.jpg?1418758590']|https://aukcje.gndm.pl/pl/auction/1000066/id/587716/1881-sztandar-5-zlotych-1930-st-2|1881. Sztandar 5 złotych 1930, st.~2-|~2-|~2-
98|16 grudnia 2014, 20:35|Opis pozycji\Stan zachowania: 3+\Chałupski 2.23.2.a (R)\stempel płytki\zarysowania przy obrzeżu, z lewej strony rewersu; stara patyna; piękna prezencja\Oryginalność gwarantowana. Przedmiot licytacji pokazany na zdjęciach. GNDMpl (wcześniej domel103) • Bezpłatna wycena • Sprzedaż komisowa na Allegro • Skup numizmatów • Tel. 22 407 02 20 (pn-pt 10.00-17.00) • gn@gndm.pl\\Nr pozycji: 4890418439\Czas trwania aukcji: 5 dni\Licytujących: 16|['https://img1.onebid.pl/img/1000066/4290172477_1b.jpg?1418758524', 'https://img1.onebid.pl/img/1000066/4290172477_2b.jpg?1418758524']|https://aukcje.gndm.pl/pl/auction/1000066/id/587717/1880-sztandar-5-zlotych-1930-st-3|1880. Sztandar 5 złotych 1930, st.3+|3+|3+
99|16 grudnia 2014, 20:34|Opis pozycji\Stan zachowania: 3-2\Chałupski 2.23.2.a (R)\stempel płytki\przeczyszczony na rewersie, ale generalnie ładny, ponadprzeciętny egzemplarz\Oryginalność gwarantowana. Przedmiot licytacji pokazany na zdjęciach. GNDMpl (wcześniej domel103) • Bezpłatna wycena • Sprzedaż komisowa na Allegro • Skup numizmatów • Tel. 22 407 02 20 (pn-pt 10.00-17.00) • gn@gndm.pl\\Nr pozycji: 4890417126\Czas trwania aukcji: 5 dni\Licytujących: 18|['https://img1.onebid.pl/img/1000066/4290172478_1b.jpg?1418758459', 'https://img1.onebid.pl/img/1000066/4290172478_2b.jpg?1418758459']|https://aukcje.gndm.pl/pl/auction/1000066/id/587718/1879-sztandar-5-zlotych-1930-st-3-2|1879. Sztandar 5 złotych 1930, st.3-2|3-|3-
100|06 grudnia 2014, 19:49|Opis pozycji\Stan zachowania: 3+\-\Oryginalność gwarantowana. Przedmiot licytacji pokazany na zdjęciach. GNDMpl (wcześniej domel103) • Bezpłatna wycena • Sprzedaż komisowa na Allegro • Skup numizmatów • Tel. 22 407 02 20 (pn-pt 10.00-17.00) • gn@gndm.pl\\Nr pozycji: 4850608095\Czas trwania aukcji: 7 dni\Licytujących: 19|['https://img1.onebid.pl/img/1000066/4290171028_1b.jpg?1417891797', 'https://img1.onebid.pl/img/1000066/4290171028_2b.jpg?1417891797']|https://aukcje.gndm.pl/pl/auction/1000066/id/586265/5202-sztandar-5-zlotych-1930-st-3|5202. Sztandar 5 złotych 1930 st.3+|3+|3+
101|27 listopada 2014, 22:12|Opis pozycji\Stan zachowania: 2-/3+\Chałupski 2.23.2.a (R)\stempel płytki\całkiem atrakcyjna moneta\Oryginalność gwarantowana. Przedmiot licytacji pokazany na zdjęciach. GNDMpl (wcześniej domel103) • Bezpłatna wycena • Sprzedaż komisowa na Allegro • Skup numizmatów • Tel. 22 407 02 20 (pn-pt 10.00-17.00) • gn@gndm.pl\\Nr pozycji: 4821107334\Czas trwania aukcji: 7 dni\Licytujących: 16|['https://img1.onebid.pl/img/1000066/4290170580_1b.jpg?1417122750', 'https://img1.onebid.pl/img/1000066/4290170580_2b.jpg?1417122750']|https://aukcje.gndm.pl/pl/auction/1000066/id/585816/5054-sztandar-5-zlotych-1930-st-2-3-r|5054. Sztandar 5 złotych 1930, st.2-/3+ (R)|2-/3+|2-/3+
102|23 października 2014, 21:32|"Opis pozycji\Stan zachowania: NGC MS61\naprawdę bardzo ładny sztandar, aż zastanawiające czemu nota ""tylko"" MS61\zdecydowanie polecam\Zbiór monet złotowych II RP i PRLu w slabach NGC na naszych aukcjach. Wszystkie 31 monet z dobrymi notami MS. Zapraszamy. Oryginalność gwarantowana. Przedmiot licytacji pokazany na zdjęciach. GNDMpl (wcześniej domel103) • Bezpłatna wycena • Sprzedaż komisowa na Allegro • Skup numizmatów • Tel. 22 407 02 20 (pn-pt 10.00-17.00) • gn@gndm.pl\\Nr pozycji: 4714114623\Czas trwania aukcji: 5 dni\Licytujących: 15"|['https://img1.onebid.pl/img/1000066/4290168889_1b.jpg?1414092728', 'https://img1.onebid.pl/img/1000066/4290168889_2b.jpg?1414092728', 'https://img1.onebid.pl/img/1000066/4290168889_3b.jpg?1414092728']|https://aukcje.gndm.pl/pl/auction/1000066/id/584125/7308-sztandar-5-zl-1930-ngc-ms61|7308. Sztandar 5 zł 1930 - NGC MS61|NGC MS61|NGC MS61
103|08 września 2014, 22:17|Opis pozycji\\Profesjonalne pośrednictwo w handlu numizmatami. Monety, banknoty, historyczne akcje i obligacje, medale i literatura.\Chałupski #2.23.2.a (R)\płytki sztandar zazwyczaj nie jest fotogeniczny, szczególnie jego awers ... proszę więc spojrzeć na załączone zdjęcia ... mówią same za siebie i dają wyobrażenie o klasie wystawianego egzemplarza :)\trochę lekkiech rysek na powierzchni awersu, ale jednocześnie odbita ze świeżego stempla z pięknym lustrem\zdecydowanie p o l e c a m\Może nie są to monety najwyższymi notami, ale egzemplarze z najwyższej półki starannie selekcjonowane pod względem urody, na podstawie subiektywnych odczuć dotychczasowego właściciela. Super kolekcja 52 monet z II RP i Wolnego Miasta Gdańsk. Wiele wyszukanych egzemplarzy dla najbardziej wymagających. Zapraszamy.\Oryginalność gwarantowana. Przedmiot licytacji pokazany na zdjęciach. Archiwum naszych aukcji\\\\Nr pozycji: 4569338204\Czas trwania aukcji: 7 dni\Licytujących: 21|['https://img1.onebid.pl/img/1000066/4290166582_1b.jpg?1410207469', 'https://img1.onebid.pl/img/1000066/4290166582_2b.jpg?1410207469', 'https://img1.onebid.pl/img/1000066/4290166582_3b.jpg?1410207469']|https://aukcje.gndm.pl/pl/auction/1000066/id/581800/6190-sztandar-5-zlotych-1930-ngc-ms64|6190. Sztandar 5 złotych 1930 - NGC MS64|NGC MS64|
104|28 sierpnia 2014, 22:05|"Opis pozycji\\Profesjonalne pośrednictwo w handlu numizmatami. Monety, banknoty, historyczne akcje i obligacje, medale i literatura.\obok Nike chyba druga z najbardziej pożądanych monet obiegowych IIRP\egzemplarz bardzo ładny, naturalny; niewielkie przetarcie przy prawym skrzydle orła, a poza tym pięknie, ""satyna"" i połysk\POLECAM\Przedmiot licytacji pokazany na zdjęciach Archiwum naszych aukcji\\\\Nr pozycji: 4527569854\Czas trwania aukcji: 10 dni\Licytujących: 24"|['https://img1.onebid.pl/img/1000066/4290165951_1b.jpg?1409256325', 'https://img1.onebid.pl/img/1000066/4290165951_2b.jpg?1409256325', 'https://img1.onebid.pl/img/1000066/4290165951_3b.jpg?1409256325']|https://aukcje.gndm.pl/pl/auction/1000066/id/581160/6132-sztandar-5-zlotych-1930-ngc-ms64|6132. Sztandar 5 złotych 1930 - NGC MS64|NGC MS64|
105|19 sierpnia 2014, 21:51|Opis pozycji\\Profesjonalne pośrednictwo w handlu numizmatami. Monety, banknoty, historyczne akcje i obligacje, medale i literatura. stan zachowania: 2/3 Archiwum naszych aukcji\jedna z najrzadszych, jesli w ogóle nie najrzadsza moneta obiegowa okresu IIRP\Szerszy wywód na temat rzadkości sztandaru napisałem niegdyś tutaj\piękny rewers (strona ze sztandarem); moim zdaniem stan drugi z bardzo dobrym reliefem; awers (strona z orłem) wizualnie i na pierwszy rud oka również ładny, ale ogladając pod lupą widać sporo zarysowań i przetarć w tle\oryginalny egzemplarz, oryginalność gwarantowana dodatkowo przez nas pisemnym certyfikatem, który zostanie przygotowany dla zwycięzcy tej aukcji\zdecydowanie polecam\przedmiot licytacji pokazany na zdjęciach\\\\Nr pozycji: 4509512524\Czas trwania aukcji: 7 dni\Licytujących: 28|['https://img1.onebid.pl/img/1000066/4290165179_1b.jpg?1408477898', 'https://img1.onebid.pl/img/1000066/4290165179_2b.jpg?1408477898', 'https://img1.onebid.pl/img/1000066/4290165179_3b.jpg?1408477898']|https://aukcje.gndm.pl/pl/auction/1000066/id/580386/1183-sztandar-gleboki-5-zl-1930-rzadkosc|1183. Sztandar GŁĘBOKI 5 zł 1930 - RZADKOŚĆ||2/3
106|30 czerwca 2014, 21:56|Opis pozycji\\Profesjonalne pośrednictwo w handlu numizmatami. Monety, banknoty, historyczne akcje i obligacje, medale i literatura. stan zachowania: 3 Archiwum naszych aukcji\stempel płytki\bardzo ładny rewers z ładnym połyskiem, ale i z podwójnym skaleczeniem na rancie, na godz.4\przedmiot licytacji pokazany na zdjęciach\\\\Nr pozycji: 4374481861\Czas trwania aukcji: 3 dni\Licytujących: 21|['https://img1.onebid.pl/img/1000066/4290163787_1b.jpg?1404158161', 'https://img1.onebid.pl/img/1000066/4290163787_2b.jpg?1404158161']|https://aukcje.gndm.pl/pl/auction/1000066/id/578915/1505-sztandar-5-zl-1930-st-3|1505. Sztandar 5 zł 1930, st.3|3|3
