date|description|images|title
2019-06-16|Piękny egzemplarz, intensywny połysk menniczy i wspaniale zachowane detale. Wspaniała prezencja monety.\\Fischer OB 014; Parchimowicz 115a\\Stan zachowania PCGS MS62\Waga\Średnica|['https://archiwum.niemczyk.pl/images/auction/orginal/1557744652_65_K.JPG', 'https://archiwum.niemczyk.pl/images/auction/orginal/1557744652_65b_K.JPG', 'https://archiwum.niemczyk.pl/images/auction/orginal/1557744652_65a_K.JPG']|II RP. 5 złotych 1930 Sztandar PCGS MS62
2019-06-16|Piękny egzemplarz ze świeżego stempla. Połysk, ładna patyna. Jedna rysa przy lewej łapie orła.\Rzadka w takim stanie zachowania.\\Parchimowicz 115a\\Stan zachowania 1/1-\Waga 17,94 g Ag\Średnica|['https://archiwum.niemczyk.pl/images/auction/orginal/1557744797_764K%20_2__K.JPG', 'https://archiwum.niemczyk.pl/images/auction/orginal/1557744797_764K%20_1__K.JPG']|II RP. 5 złotych 1930 Sztandar
2019-06-16|Kolorowa patyna. Ładnie zachowana moneta z dobrą prezencją.\\Parchimowicz 115a\\Stan zachowania 2\Waga 17,97 g Ag\Średnica|['https://archiwum.niemczyk.pl/images/auction/orginal/1557744882_2664K%20_2_.JPG', 'https://archiwum.niemczyk.pl/images/auction/orginal/1557744882_2664K%20_1_.JPG']|II RP. 5 złotych 1930 Sztandar
2019-06-16|Bardzo ładny, świeży egzemplarz. Delikatny połysk menniczy, miejscowa patyna.\\Parchimowicz 115a\\Stan zachowania 2\Waga 17,95 g Ag\Średnica|['https://archiwum.niemczyk.pl/images/auction/orginal/1557744985_2665K%20_2_.JPG', 'https://archiwum.niemczyk.pl/images/auction/orginal/1557744985_2665K%20_1_.JPG']|II RP. 5 złotych 1930 Sztandar
2019-06-16|Bardzo ładny, świeży egzemplarz. Zachowany połysk menniczy, patyna. Dobra prezencja.\\Parchimowicz 115a\\Stan zachowania 2\Waga 18,03 g Ag\Średnica|['https://archiwum.niemczyk.pl/images/auction/orginal/1557745065_2370K%20_2_.JPG', 'https://archiwum.niemczyk.pl/images/auction/orginal/1557745065_2370K%20_1_.JPG']|II RP. 5 złotych 1930 Sztandar
2019-06-03 (20:06)|Delikatna patyna, resztki połysku.\Waga: 18,0 g Ag .750\Fischer OB 014\[1073-110]|['https://archiwum.niemczyk.pl/images/201906/8116f3bf418a832bf33f051536e2_orginal.jpg', 'https://archiwum.niemczyk.pl/images/201906/72a95a344d16a942adc2ee0bb297_orginal.jpg']|II RP 5 złotych 1930 Sztandar st.3+/2-
2019-06-03 (20:06)|Ładny egzemplarz. Kolorowa patyna, drobne mikroryski.\Waga: 18,0 g Ag .750\Fischer OB 014\[1073-109]|['https://archiwum.niemczyk.pl/images/201906/b97373e9466f9fbd2d9200e7cb4b_orginal.jpg', 'https://archiwum.niemczyk.pl/images/201906/3134e5954d5d9423f8644935b4b6_orginal.jpg']|II RP 5 złotych 1930 Sztandar st.2-
2019-06-03 (20:06)|Ładny egzemplarz. Resztki połysku, kolorowa patyna.\Waga: 18,0 g Ag .750\Fischer OB 014\[1073-108]|['https://archiwum.niemczyk.pl/images/201906/b416e4ad4221bd6090f07bce45db_orginal.jpg', 'https://archiwum.niemczyk.pl/images/201906/ce4947804d4a8dcdad636df50cf0_orginal.jpg']|II RP 5 złotych 1930 Sztandar st.2
2019-06-03 (20:06)|Delikatnie przetarty egzemplarz. Resztki połysku.\Waga: 18,0 g Ag .750\Fischer OB 014\[1073-107]|['https://archiwum.niemczyk.pl/images/201906/51e4a32a4f799ea2c05730e70297_orginal.jpg', 'https://archiwum.niemczyk.pl/images/201906/2053857144c4a023a9db89107e41_orginal.jpg']|II RP 5 złotych 1930 Sztandar st.3+
2019-05-23 (20:05)|Kolorowa patyna, resztki połysku.\Waga: 18,0 g Ag .750\Fischer OB 014\[1073-8]|['https://archiwum.niemczyk.pl/images/201905/d99a588f47cea0373aa0d2cbae55_orginal.jpg', 'https://archiwum.niemczyk.pl/images/201905/ad9ce76141f495703523a5ea37fb_orginal.jpg']|II RP 5 złotych 1930 Sztandar st.2
2019-05-23 (20:05)|Piękna, kolorowa patyna, połysk.\Waga: 18,0 g Ag .750\Fischer OB 014\[1073-7]|['https://archiwum.niemczyk.pl/images/201905/41c512694629a321aadff2f83e8a_orginal.jpg', 'https://archiwum.niemczyk.pl/images/201905/850083a8426dadb91227ebd5eec3_orginal.jpg']|II RP 5 złotych 1930 Sztandar st.1-
2019-05-23 (20:05)|Patyna, resztki połysku.\Waga: 18,0 g Ag .750\Fischer OB 014\[1073-6]|['https://archiwum.niemczyk.pl/images/201905/679e4c91475eaa4fecc0a59e9237_orginal.jpg', 'https://archiwum.niemczyk.pl/images/201905/8c7423244a118636aeae0128f75d_orginal.jpg']|II RP 5 złotych 1930 Sztandar st.2
2019-05-23 (20:05)|Połysk, kolorowa patyna.\Waga: 18,0 g Ag .750\Fischer OB 014\[1073-5]|['https://archiwum.niemczyk.pl/images/201905/26924dd74b2591316ee63727c6a7_orginal.jpg', 'https://archiwum.niemczyk.pl/images/201905/5f495cee465a9f36c998066fbbb7_orginal.jpg']|II RP 5 złotych 1930 Sztandar st.1-/2+
2019-05-14 (20:05)|Ciemna, kolorowa patyna.\Waga: 17,95 g Ag .750\Fischer OB 014\[116-27]|['https://archiwum.niemczyk.pl/images/201905/f5e2089a458eae0b6768f233c300_orginal.jpg', 'https://archiwum.niemczyk.pl/images/201905/00984cf04031b77553e295297009_orginal.jpg']|II RP 5 złotych 1930 Sztandar st.2-
2019-03-25 (21:03)|Ciemna, kolorowa patyna.\Bardzo ładny egzemplarz.\Waga: 17,97 g Ag .750\Fischer OB 014\[116-37]|['https://archiwum.niemczyk.pl/images/201903/7908903703_orginal.jpg', 'https://archiwum.niemczyk.pl/images/201903/7908903703_1_orginal.jpg']|II RP 5 złotych 1930 sztandar st.2+ BARDZO ŁADNY
2019-03-17|Jedna z najrzadszych obiegowych monet okresu II RP.\Bardzo ładny egzemplarz z zachowanym połyskiem menniczym i piękną patyną podkreślającą detale. Duża rzadkość w takim stanie zachowania.\Parchimowicz 115b\\Stan zachowania NGC AU55\Waga\Średnica|['https://archiwum.niemczyk.pl/images/auction/orginal/1549461107_2317.JPG', 'https://archiwum.niemczyk.pl/images/auction/orginal/1549461107_2317b.JPG', 'https://archiwum.niemczyk.pl/images/auction/orginal/1549461107_2317a.JPG']|II RP. 5 złotych 1930 Sztandar, STEMPEL GŁĘBOKI NGC AU55
2019-03-17|Wyśmienity egzemplarz, intensywny połysk menniczy i wspaniale zachowane detale. Bardzo rzadki w takim stanie zachowania.\Fischer OB 014; Parchimowicz 115a\\\Stan zachowania NGC MS63\Waga\Średnica|['https://archiwum.niemczyk.pl/images/auction/orginal/1549461792_2316K.JPG', 'https://archiwum.niemczyk.pl/images/auction/orginal/1549461213_2316b.JPG', 'https://archiwum.niemczyk.pl/images/auction/orginal/1549461213_2316a.JPG']|II RP. 5 złotych 1930 Sztandar NGC MS63
2019-03-17|Wyśmienity egzemplarz, intensywny połysk menniczy i wspaniale zachowane detale. Bardzo rzadki w takim stanie zachowania.\\Parchimowicz 115a\\Stan zachowania NGC MS63\Waga\Średnica|['https://archiwum.niemczyk.pl/images/auction/orginal/1549546180_1780K%20_2_.JPG', 'https://archiwum.niemczyk.pl/images/auction/orginal/1549546180_1780K%20_1_.JPG', 'https://archiwum.niemczyk.pl/images/auction/orginal/1549546180_1780K%20_3_.jpg']|II RP. 5 złotych 1930 Sztandar NGC MS63
2019-03-17|Jedna z najrzadszych obiegowych monet okresu II RP.\Ładny egzemplarz z zachowanym połyskiem menniczym i ładną prezencją detali. Bardzo rzadki w takim stanie zachowania.\\Parchimowicz 115 b\\Stan zachowania NGC AU53\Waga\Średnica|['https://archiwum.niemczyk.pl/images/auction/orginal/1549546415_1764K.JPG', 'https://archiwum.niemczyk.pl/images/auction/orginal/1549546416_1764Kb.JPG', 'https://archiwum.niemczyk.pl/images/auction/orginal/1549546416_1764Ka.jpg']|II RP. 5 złotych 1930 Sztandar, STEMPEL GŁĘBOKI NGC AU53
2019-03-17|Bardzo ładny egzemplarz z zachowanym połyskiem menniczym i złocistą patyną. Dość surowa ocena gradingowa.\\Parchimowicz 115a\\Stan zachowania NGC AU\Waga\Średnica|['https://archiwum.niemczyk.pl/images/auction/orginal/1549546589_830K%20_2_K.JPG', 'https://archiwum.niemczyk.pl/images/auction/orginal/1549546589_830K%20_1_K.JPG', 'https://archiwum.niemczyk.pl/images/auction/orginal/1549546589_830K%20_3_K.JPG']|II RP. 5 złotych 1930 Sztandar NGC AU
2019-03-17|Wspaniale zachowana moneta z piękną, kolorową patyną i połyskiem. Gabinetowy egzemplarz.\\Parchimowicz 115a\\Stan zachowania 1-\Waga 17,95 g Ag\Średnica|['https://archiwum.niemczyk.pl/images/auction/orginal/1549546634_1184K%20_2_.JPG', 'https://archiwum.niemczyk.pl/images/auction/orginal/1549546634_1184K%20_1_.JPG']|II RP. 5 złotych 1930 Sztandar
2019-03-17|Bardzo ładny egzemplarz. Zachowany połysk menniczy, wyraźne detale, patyna. Rzadszy w takim stanie zachowania.\\Parchimowicz 115a\\Stan zachowania 2+\Waga 18,04 g Ag\Średnica|['https://archiwum.niemczyk.pl/images/auction/orginal/1549547348_2451K%20_2_.JPG', 'https://archiwum.niemczyk.pl/images/auction/orginal/1549547348_2451K%20_1_.jpg']|II RP. 5 złotych 1930 Sztandar
2019-02-25 (20:02)|Moneta wypolerowana.\Waga: 17,86 g Ag .750\Fischer OB 014\[1438-204]|['https://archiwum.niemczyk.pl/images/201902/7845275243_orginal.jpg', 'https://archiwum.niemczyk.pl/images/201902/7845275243_1_orginal.jpg']|II RP 5 złotych 1930 sztandar st.3
2019-02-05 (20:02)|Kolorowa patyna.\Waga: 17,92 g Ag .750\Fischer OB 014\[116-2]|['https://archiwum.niemczyk.pl/images/201902/7809299400_orginal.jpg']|II RP 5 złotych 1930 sztandar st.2
2019-01-14 (20:01)|Resztki połysku, delikatnie przetarta moneta.\Waga: 18,00 g Ag .750\Fischer OB 014\[1419-838WP]|['https://archiwum.niemczyk.pl/images/201901/7765794993_orginal.jpg', 'https://archiwum.niemczyk.pl/images/201901/7765794993_1_orginal.jpg']|II RP 5 złotych 1930 sztandar st.3-
2018-12-16|Jedna z najrzadszych obiegowych monet okresu II RP wybita głębokim stemplem.\Egzemplarz z dobrze zachowanymi detalami i wiekową patyną. Drobne ryski w tle. Niezmiernie rzadka i poszukiwana moneta w każdym stanie zachowania.\Parchimowicz 115 b; Fischer OB 014\\Stan zachowania 3/3+\Waga 17,64 g Ag\Średnica|['https://archiwum.niemczyk.pl/images/auction/orginal/1542096145_411K%20_1_.JPG', 'https://archiwum.niemczyk.pl/images/auction/orginal/1542096145_411K%20_2_.JPG']|II RP. 5 złotych 1930 Sztandar, STEMPEL GŁĘBOKI
2018-12-16|Piękny egzemplarz, intensywny połysk menniczy i wspaniale zachowane detale. Bardzo rzadki w takim stanie zachowania. Delikatna patyna.\Fischer OB 014\\Stan zachowania NGC MS62\Waga\Średnica|['https://archiwum.niemczyk.pl/images/auction/orginal/1542096538_699K%20_2_.JPG', 'https://archiwum.niemczyk.pl/images/auction/orginal/1542096539_699K%20_1_.JPG', 'https://archiwum.niemczyk.pl/images/auction/orginal/1542096539_699K%20_3_.JPG']|II RP. 5 złotych 1930 Sztandar NGC MS62
2018-12-16|Bardzo ładny, świeży egzemplarz. Zachowany połysk menniczy, kilka rysek.\Parchimowicz 115a\\Stan zachowania 2/2+\Waga 18,05 g Ag\Średnica|['https://archiwum.niemczyk.pl/images/auction/orginal/1542096827_1294K%20_3_.JPG', 'https://archiwum.niemczyk.pl/images/auction/orginal/1542096827_1294K%20_1_.JPG']|II RP. 5 złotych 1930 Sztandar
2018-12-16|Drobne ryski w tle, patyna.\Parchimowicz 115a\\Stan zachowania 3+\Waga 18,03 g Ag\Średnica|['https://archiwum.niemczyk.pl/images/auction/orginal/1542096885_1978%20_2_.jpg', 'https://archiwum.niemczyk.pl/images/auction/orginal/1542096885_1978%20_1_.jpg']|II RP. 5 złotych 1930 Sztandar
2018-12-16|Ładny egzemplarz, delikatna patyna. Wytarte najwyższe elementy monety\Parchimowicz 115a\\Stan zachowania 3+\Waga 18,01 g Ag\Średnica|['https://archiwum.niemczyk.pl/images/auction/orginal/1542097022_1974%20_1_.jpg', 'https://archiwum.niemczyk.pl/images/auction/orginal/1542097022_1974%20_2_.jpg']|II RP. 5 złotych 1930 Sztandar
2018-12-16|Kolorowa patyna. \Fischer OB 014; Parchimowicz 115a\\Stan zachowania 3+\Waga\Średnica|['https://archiwum.niemczyk.pl/images/auction/orginal/1542097295_2456%20_2_.JPG', 'https://archiwum.niemczyk.pl/images/auction/orginal/1542097285_2456%20_1_.JPG']|II RP. 5 złotych 1930 Sztandar
2018-12-16|Ładny egzemplarz, resztki połysku menniczego. Ładna delikatna patyna. \Fischer OB 014; Parchimowicz 115a\\Stan zachowania 2-/3+\Waga\Średnica|['https://archiwum.niemczyk.pl/images/auction/orginal/1542097374_2455%20_2_.JPG', 'https://archiwum.niemczyk.pl/images/auction/orginal/1542097374_2455%20_1_.JPG']|II RP. 5 złotych 1930 Sztandar
2018-12-12 (21:12)|Resztki połysku.\Waga: 18,00 g Ag .750\Fischer OB 014\[1419-838]|['https://archiwum.niemczyk.pl/images/201812/7709721796_orginal.jpg', 'https://archiwum.niemczyk.pl/images/201812/7709721796_1_orginal.jpg']|II RP 5 złotych 1930 sztandar st.3+
2018-12-12 (21:12)|Resztki połysku.\Waga: 17,91 g Ag .750\Fischer OB 014\[1419-837]|['https://archiwum.niemczyk.pl/images/201812/7709721522_orginal.jpg', 'https://archiwum.niemczyk.pl/images/201812/7709721522_1_orginal.jpg']|II RP 5 złotych 1930 sztandar st.3+
2018-12-11 (20:12)|Ładny egzemplarz.\Waga: 17,99 g Ag .750\Fischer OB 014\[1435-607]|['https://archiwum.niemczyk.pl/images/201812/7708152628_orginal.jpg', 'https://archiwum.niemczyk.pl/images/201812/7708152628_1_orginal.jpg']|II RP 5 złotych 1930 Sztandar st.2+ ŁADNY
2018-12-03 (20:12)|Resztki połysku.\Waga: 18,00 g Ag .750\Fischer OB 014\[307-223]|['https://archiwum.niemczyk.pl/images/201812/7686353160_orginal.jpg', 'https://archiwum.niemczyk.pl/images/201812/7686353160_1_orginal.jpg']|II RP 5 złotych 1930 Sztandar st.3+
2018-12-01 (20:12)|Resztki połysku.\Waga: 17,92 g Ag .750\Fischer OB 014\[307-245]|['https://archiwum.niemczyk.pl/images/201812/7686358027_orginal.jpg', 'https://archiwum.niemczyk.pl/images/201812/7686358027_1_orginal.jpg']|II RP 5 złotych 1930 Sztandar st.3-
2018-12-01 (20:12)|Patyna.\Waga: 17,97 g Ag .750\Fischer OB 014\[307-236]|['https://archiwum.niemczyk.pl/images/201812/7686356082_orginal.jpg', 'https://archiwum.niemczyk.pl/images/201812/7686356082_1_orginal.jpg']|II RP 5 złotych 1930 Sztandar st.3+
2018-11-29 (20:11)|Patyna.\Waga: 17,88 g Ag .750\Fischer OB 014\[307-204]|['https://archiwum.niemczyk.pl/images/201811/7686348449_orginal.jpg', 'https://archiwum.niemczyk.pl/images/201811/7686348449_1_orginal.jpg']|II RP 5 złotych 1930 Sztandar st.3+
2018-11-29 (20:11)|Przetarty egzemplarz.\Waga: 17,90 g Ag .750\Fischer OB 014\[307-203]|['https://archiwum.niemczyk.pl/images/201811/7686348232_orginal.jpg', 'https://archiwum.niemczyk.pl/images/201811/7686348232_1_orginal.jpg']|II RP 5 złotych 1930 Sztandar st.3-
2018-11-28 (21:11)|Ładny egzemplarz, kolorowa patyna.\Waga: 17,89 g Ag .750\Fischer OB 014\[1417-926]|['https://archiwum.niemczyk.pl/images/201811/7684667410_orginal.jpg', 'https://archiwum.niemczyk.pl/images/201811/7684667410_1_orginal.jpg']|II RP 5 złotych 1930 Sztandar st.2
2018-11-14 (20:11)|Resztki połysku.\Waga: 17,91 g Ag .750\Fischer OB 014\[307-304]|['https://archiwum.niemczyk.pl/images/201811/7636220383_orginal.jpg', 'https://archiwum.niemczyk.pl/images/201811/7636220383_1_orginal.jpg']|II RP 5 złotych 1930 Sztandar st.3+
2018-11-14 (20:11)|Resztki połysku.\Waga: 18,44 g Ag .750\Fischer OB 014\[307-303]|['https://archiwum.niemczyk.pl/images/201811/7636220142_orginal.jpg', 'https://archiwum.niemczyk.pl/images/201811/7636220142_1_orginal.jpg']|II RP 5 złotych 1930 Sztandar st.3+
2018-11-14 (20:11)|Resztki połysku.\Waga: 17,99 g Ag .750\Fischer OB 014\[307-302]|['https://archiwum.niemczyk.pl/images/201811/7636219884_orginal.jpg', 'https://archiwum.niemczyk.pl/images/201811/7636219884_1_orginal.jpg']|II RP 5 złotych 1930 Sztandar st.3+
2018-11-04 (20:11)|Ładny egzemplarz, resztki połysku.\Waga: 18,02 g Ag .750\Fischer OB 014\[307-206]|['https://archiwum.niemczyk.pl/images/201811/7636217696_orginal.jpg', 'https://archiwum.niemczyk.pl/images/201811/7636217696_1_orginal.jpg']|II RP 5 złotych 1930 Sztandar st.3+
2018-11-04 (20:11)|Ładny egzemplarz, resztki połysku.\Waga: 17,91 g Ag .750\Fischer OB 014\[307-205]|['https://archiwum.niemczyk.pl/images/201811/7636217429_orginal.jpg']|II RP 5 złotych 1930 Sztandar st.3+
2018-11-04 (20:11)|Ładny egzemplarz, resztki połysku.\Waga: 17,98 g Ag .750\Fischer OB 014\[307-204]|['https://archiwum.niemczyk.pl/images/201811/7636217165_orginal.jpg', 'https://archiwum.niemczyk.pl/images/201811/7636217165_1_orginal.jpg']|II RP 5 złotych 1930 Sztandar st.3+
2018-11-04 (20:11)|Ładny egzemplarz, resztki połysku.\Waga: 17,91 g Ag .750\Fischer OB 014\[307-203]|['https://archiwum.niemczyk.pl/images/201811/7636216807_orginal.jpg', 'https://archiwum.niemczyk.pl/images/201811/7636216807_1_orginal.jpg']|II RP 5 złotych 1930 Sztandar st.3+
2018-10-27|Druga najwyższa nota gradingowa na świecie. Wyselekcjonowany egzemplarz z piękna patyną ze starego zbioru. Rzadka moneta w takim stanie zachowania.\Fischer OB 014; Parchimowicz 115a\\Stan zachowania PCGS MS65 (2 MAX)\Waga\Średnica|['https://archiwum.niemczyk.pl/images/auction/orginal/1537875994_579K%20_3_.jpg', 'https://archiwum.niemczyk.pl/images/auction/orginal/1537875994_579K%20_1_.jpg', 'https://archiwum.niemczyk.pl/images/auction/orginal/1537875994_579K%20_4_.jpg']|II RP. 5 złotych 1930 Sztandar PCGS MS65 (2 MAX)
2018-10-27|Wyśmienity egzemplarz, intensywny połysk menniczy i wspaniale zachowane detale. Bardzo rzadki w takim stanie zachowania. Moneta w starym, surowym gradingu.\Fischer OB 014; Parchimowicz 115a\\Stan zachowania NGC MS63\Waga\Średnica|['https://archiwum.niemczyk.pl/images/auction/orginal/1537876328_106K%20_2_.jpg', 'https://archiwum.niemczyk.pl/images/auction/orginal/1537876329_106K%20_1_.jpg', 'https://archiwum.niemczyk.pl/images/auction/orginal/1537876329_106K%20_3_.jpg']|II RP. 5 złotych 1930 Sztandar NGC MS63
2018-09-10 (19:09)|Ładny egzemplarz, połysk, patyna.\Waga: 17,97 g Ag .750\Fischer OB 014\[690-204]|['https://archiwum.niemczyk.pl/images/201809/7537691608_orginal.jpg', 'https://archiwum.niemczyk.pl/images/201809/7537691608_1_orginal.jpg']|II RP 5 złotych 1930 Sztandar st.3+
2018-09-09|Wyśmienicie zachowany, menniczy egzemplarz z pięknym blaskiem menniczy, ładna delikatną patyna. Absolutnie moneta z najwyższej półki do najlepszych zbiorów kolekcjonerskich. Tylko jeden egzemplarz został wyżej oceniony przez firmę gradingową.\Fischer OB 014; Parchimowicz 115a\\\\Stan zachowania NGC MS64 (2MAX)\Waga\Średnica|['https://archiwum.niemczyk.pl/images/auction/orginal/1532700739_1157K%20_2_.jpg', 'https://archiwum.niemczyk.pl/images/auction/orginal/1532700740_1157K%20_1_.jpg', 'https://archiwum.niemczyk.pl/images/auction/orginal/1532700740_1157K%20_3_.jpg']|Polska II RP. 5 złotych 1930 Sztandar NGC MS64 (2MAX)
2018-09-09|Bardzo ładny, świeży egzemplarz. Zachowany połysk menniczy, wiekowa patyna, wspaniała prezencja.\Fischer OB 014\\\\Stan zachowania PCGS AU58\Waga\Średnica|['https://archiwum.niemczyk.pl/images/auction/orginal/1532700903_1098k%20_7_.jpg', 'https://archiwum.niemczyk.pl/images/auction/orginal/1532700903_1098k%20_6_.jpg', 'https://archiwum.niemczyk.pl/images/auction/orginal/1532700903_1098k%20_8_.jpg']|Polska II RP. 5 złotych 1930 Sztandar PCGS AU58
2018-09-09|Ładnie zachowane detale, połysk w tle,  drobne ryski, patyna.\Fischer OB 014; Parchimowicz 115a\\Stan zachowania 3/3+\Waga 17,98 g Ag\Średnica|['https://archiwum.niemczyk.pl/images/auction/orginal/1532701020_613K%20_2_.JPG', 'https://archiwum.niemczyk.pl/images/auction/orginal/1532701020_613K%20_1_.JPG']|Polska. II RP. 5 złotych 1930 Sztandar
2018-09-09|Piękny egzemplarz, połysk menniczy. Ładna delikatna patyna. Rzadszy w takim stanie zachowania.\Fischer OB 014; Parchimowicz 115a\\\\Stan zachowania 2\Waga 18,06 g Ag\Średnica|['https://archiwum.niemczyk.pl/images/auction/orginal/1532701135_614K%20_2_.JPG', 'https://archiwum.niemczyk.pl/images/auction/orginal/1532701135_614K%20_1_.JPG']|Polska II RP. 5 złotych 1930 Sztandar
2018-09-09|Piękny egzemplarz, połysk menniczy. Ładna delikatna patyna. Rzadki w takim stanie zachowania.\Fischer OB 014\\\\Stan zachowania 2+/1-\Waga 17,94 g Ag\Średnica|['https://archiwum.niemczyk.pl/images/auction/orginal/1532702562_1703K%20_1_.jpg', 'https://archiwum.niemczyk.pl/images/auction/orginal/1532702562_1703K%20_2_.jpg']|II RP. 5 złotych 1930 Sztandar
2018-07-12 (21:07)|Patyna.\Waga: 18,00 g Ag .750\Fischer OB 014\[1402-137]|['https://archiwum.niemczyk.pl/images/201807/7440086636_orginal.jpg', 'https://archiwum.niemczyk.pl/images/201807/7440086636_1_orginal.jpg']|II RP 5 złotych 1930 Sztandar st.3
2018-07-12 (20:07)|Ładny połysk, drobne ryski.\Waga: 17,97 g Ag .750\Fischer OB 014\[1402-111]|['https://archiwum.niemczyk.pl/images/201807/7438544425_orginal.jpg', 'https://archiwum.niemczyk.pl/images/201807/7438544425_1_orginal.jpg']|II RP 5 złotych 1930 Sztandar st.2-
2018-07-12 (20:07)|Połysk, delikatny nalot.\Waga: 18,00 g Ag .750\Fischer OB 014\[1402-110]|['https://archiwum.niemczyk.pl/images/201807/7438544239_orginal.jpg', 'https://archiwum.niemczyk.pl/images/201807/7438544239_1_orginal.jpg']|II RP 5 złotych 1930 Sztandar st.2-
2018-06-18 (20:06)|Piękny egzemplarz, połysk.\Waga: 17,91 g Ag .750\Fischer OB 014\[192-307]|['https://archiwum.niemczyk.pl/images/201806/7391794150_orginal.jpg', 'https://archiwum.niemczyk.pl/images/201806/7391794150_1_orginal.jpg']|II RP 5 złotych 1930 Sztandar st.2+
2018-05-28 (21:05)|Piękny egzemplarz, wspaniały połysk menniczy.\Rzadsza moneta w takim stanie zachowania.\Waga: 18,00 g Ag .750\Fischer OB 014\[1325-503]|['https://archiwum.niemczyk.pl/images/201805/7359703724_orginal.jpg', 'https://archiwum.niemczyk.pl/images/201805/7359703724_1_orginal.jpg']|II RP 5 złotych 1930 Sztandar st.1- PIĘKNY
2018-05-27|Jedna z najrzadszych obiegowych monet okresu II RP wybita głębokim stemplem.\Piękny egzemplarz, intensywny połysk menniczy i wspaniale zachowane detale. Urokliwa, złocista patyna.\Parchimowicz 115 b; Fischer OB 014\\Stan zachowania 1-\Waga 17,92 g Ag\Średnica|['https://archiwum.niemczyk.pl/images/auction/orginal/1524131404_591K%20_2_.JPG', 'https://archiwum.niemczyk.pl/images/auction/orginal/1524131404_591K%20_1_.JPG']|II RP. 5 złotych 1930 Sztandar, STEMPEL GŁĘBOKI
2018-05-27|Jedna z najrzadszych obiegowych monet okresu II RP wybita głębokim stemplem.\Piękna naturalna patyna, bardzo rzadki w takim stanie zachowania.\Parchimowicz 115 b; Fischer OB 014\\Stan zachowania PCGS MS62\Waga\Średnica|['https://archiwum.niemczyk.pl/images/auction/orginal/1525681847_1230%20k.jpg', 'https://archiwum.niemczyk.pl/images/auction/orginal/1524221020_1230K%20_2_.jpg', 'https://archiwum.niemczyk.pl/images/auction/orginal/1524221020_1230K%20_1_.jpg']|II RP. 5 złotych 1930 Sztandar, STEMPEL GŁĘBOKI PCGS MS62
2018-05-27|Piękny egzemplarz, intensywny połysk menniczy i wspaniale zachowane detale. Bardzo rzadki w takim stanie zachowania. Delikatna patyna.\Fischer OB 014\\\Stan zachowania NGC MS63\Waga\Średnica|['https://archiwum.niemczyk.pl/images/auction/orginal/1524132403_915K%20_1_.jpg', 'https://archiwum.niemczyk.pl/images/auction/orginal/1524132403_915K%20_2_.jpg', 'https://archiwum.niemczyk.pl/images/auction/orginal/1524132403_915K%20_3_.jpg']|II RP. 5 złotych 1930 Sztandar NGC MS63
2018-05-27|Piękny egzemplarz, intensywny połysk menniczy i wspaniale zachowane detale. Bardzo rzadki w takim stanie zachowania.\Fischer OB 014\\Stan zachowania 1/1-\Waga 17.96 g Ag\Średnica|['https://archiwum.niemczyk.pl/images/auction/orginal/1524132935_585K%20_2_.jpg', 'https://archiwum.niemczyk.pl/images/auction/orginal/1524132935_585K%20_1_.jpg']|II RP. 5 złotych 1930 Sztandar
2018-05-27|Bardzo ładny, świeży egzemplarz. Zachowany połysk menniczy, wspaniała prezencja.\Ficher OB 014\\Stan zachowania 2/2+\Waga 17.95 g Ag\Średnica|['https://archiwum.niemczyk.pl/images/auction/orginal/1524133580_666K%20_2_.jpg', 'https://archiwum.niemczyk.pl/images/auction/orginal/1524133580_666K%20_1_.jpg']|II RP. 5 złotych 1930 Sztandar
2018-05-27|Ładnie zachowany egzemplarz, połysk, patyna.\Ficher OB 014\\Stan zachowania 3+\Waga 17.93 g Ag\Średnica|['https://archiwum.niemczyk.pl/images/auction/orginal/1524133822_1311K%20_1_.jpg', 'https://archiwum.niemczyk.pl/images/auction/orginal/1524133822_1311K%20_2_.jpg']|II RP. 5 złotych 1930 Sztandar
2018-05-27|Egzemplarz z połyskiem menniczym, bardzo dobrze zachowanymi detalami, lecz niestety przetarty. \Ficher OB 014\\Stan zachowania 3+\Waga\Średnica|['https://archiwum.niemczyk.pl/images/auction/orginal/1524134256_859%20K%20_2_.jpg', 'https://archiwum.niemczyk.pl/images/auction/orginal/1524134256_859%20K%20_3_.JPG']|II RP. 5 złotych 1930 Sztandar
2018-05-27|Ładny egzemplarz, kolorowa patyna. Dobra prezentacja.\Ficher OB 014\\Stan zachowania 3+\Waga 17.92 g Ag\Średnica|['https://archiwum.niemczyk.pl/images/auction/orginal/1524134344_912%20K%20_1_.JPG', 'https://archiwum.niemczyk.pl/images/auction/orginal/1524134344_912%20K%20_3_.JPG']|II RP. 5 złotych 1930 Sztandar
2018-05-16 (20:05)|Bardzo ładny egzemplarz. Piękna, kolorowa patyna.\Waga: 18,00 g Ag .750\Fischer OB 014\[116-5]|['https://archiwum.niemczyk.pl/images/201805/7316496223_orginal.jpg', 'https://archiwum.niemczyk.pl/images/201805/7316496223_1_orginal.jpg']|II RP 5 złotych 1930 Sztandar st.2+
